0: 역곡상상시장 | Type: 상설장 | Addr: 경기도 부천시 원미구 부일로749번길 31 | Lat/Lon: 37.48757743,126.8118954 | Cycle: 매일
1068: 보성매일시장 | Type: 상설장 | Addr: 전라남도 보성군 보성읍 신흥길 9 | Lat/Lon: 34.76817918,127.0806162 | Cycle: 매일
1069: 복내5일시장 | Type: 4일장 | Addr: 전라남도 보성군 복내면 송재로 1838-12 | Lat/Lon: 34.89370035,127.1331421 | Cycle: 4일+9일
1070: 조성5일시장 | Type: 5일장 | Addr: 전라남도 보성군 조성면 조성로 90-6 | Lat/Lon: 34.80647615,127.2452824 | Cycle: 5일+10일
1071: 중앙시장 | Type: 상설장 | Addr: 전라남도 순천시 중앙시장길 18 | Lat/Lon: 34.95326194,127.4846047 | Cycle: 매일
1072: 역전시장 | Type: 상설장 | Addr: 전라남도 순천시 역전장길 9 | Lat/Lon: 34.94374833,127.5033333 | Cycle: 매일
1073: 웃장 | Type: 상설장+5일장 | Addr: 전라남도 순천시 북문길 40 | Lat/Lon: 34.95864147,127.4850305 | Cycle: 5일+10일
1074: 승주시장 | Type: 상설장 | Addr: 전라남도 순천시 승주읍 승주장길 14 | Lat/Lon: 35.01315903,127.387664 | Cycle: 1일+6일
1075: 주암시장 | Type: 상설장+3일장 | Addr: 전라남도 순천시 주암면 주암호길 5-1 | Lat/Lon: 35.07598752,127.2352637 | Cycle: 3일+8일
1076: 순천시아랫장(순천아랫장) | Type: 상설장 | Addr: 전라남도 순천시 장평로 60 | Lat/Lon: 34.94514825,127.496084 | Cycle: 2일+7일
1077: 괴목시장 | Type: 4일장 | Addr: 전라남도 순천시 황전면 괴목길 17 | Lat/Lon: 35.10243423,127.4282445 | Cycle: 4일+9일
1078: 지도 전통시장 | Type: 상설장+3일장 | Addr: 전라남도 신안군 지도읍 읍내길 16-20 | Lat/Lon: 35.0588198,126.2069832 | Cycle: 3일+8일
1079: 대조시장 | Type: 상설장 | Addr: 서울특별시 은평구 불광로 13 | Lat/Lon: 37.60985344,126.9277428 | Cycle: 매일
1080: (주)여수수산시장 | Type: 상설장 | Addr: 전라남도 여수시 여객선터미널길 24 | Lat/Lon: 34.73813576,127.7317623 | Cycle: 매일
1081: 중앙시장 | Type: 상설장 | Addr: 전라남도 여수시 중앙로 43 | Lat/Lon: 34.74059178,127.7325592 | Cycle: 매일
1082: 해안로건어물상가시장 | Type: 상설장 | Addr: 전라남도 여수시 교동남2길 14 | Lat/Lon: 34.73953431,127.7345263 | Cycle: 매일
1083: 여수수산물특화시장 | Type: 상설장 | Addr: 전라남도 여수시 남산로 60-31 | Lat/Lon: 34.73683093,127.7328973 | Cycle: 매일
1084: 강진읍시장 | Type: 상설장+4일장 | Addr: 전라남도 강진군 강진읍 동성로 17 | Lat/Lon: 34.64016086,126.7743152 | Cycle: 4일+9일
1085: 마량시장 | Type: 상설장+3일장 | Addr: 전라남도 강진군 마량면 마량5길 11 | Lat/Lon: 34.45095924,126.8165817 | Cycle: 3일+8일
1086: 병영시장 | Type: 상설장+3일장 | Addr: 전라남도 강진군 병영면 남삼인길 6 | Lat/Lon: 34.71380066,126.8155558 | Cycle: 3일+8일
1087: 고흥전통시장 | Type: 상설장+4일장 | Addr: 전라남도 고흥군 고흥읍 시장길 1 | Lat/Lon: 34.60835226,127.2866005 | Cycle: 4일+9일
1088: 과역전통시장 | Type: 5일장 | Addr: 전라남도 고흥군 과역면 시장안길 15 | Lat/Lon: 34.67945419,127.3622537 | Cycle: 5일+10일
1089: 녹동전통시장 | Type: 상설장+3일장 | Addr: 전라남도 고흥군 도양읍 녹동남촌1길 24 | Lat/Lon: 34.52787689,127.13833 | Cycle: 3일+8일
1090: 도화전통시장 | Type: 5일장 | Addr: 전라남도 고흥군 도화면 동신길 16-6 | Lat/Lon: 34.50979056,127.3218794 | Cycle: 5일+10일
1091: 동강전통시장 | Type: 상설장 | Addr: 전라남도 고흥군 원유둔4길 13-1 | Lat/Lon: 34.78037382,127.3349881 | Cycle: 1일+6일
1092: 곡성기차마을전통시장 | Type: 3일장 | Addr: 전라남도 곡성군 곡성읍 곡성로 856 | Lat/Lon: 35.27976851,127.2984376 | Cycle: 3일+8일
1093: 석곡전통시장 | Type: 5일장 | Addr: 전라남도 곡성군 석곡면 석곡로 70 | Lat/Lon: 35.1329487,127.2540916 | Cycle: 5일+10일
1094: 옥과5일시장 | Type: 4일장 | Addr: 전라남도 곡성군 옥과면 리문8길 14 | Lat/Lon: 35.2759017,127.1379523 | Cycle: 4일+9일
1095: 포방터시장 | Type: 상설장 | Addr: 서울특별시 서대문구 포방터길 43 | Lat/Lon: 37.5986742,126.9488953 | Cycle: 매일
1096: 광영상설시장 | Type: 상설장 | Addr: 전라남도 광양시 광영시장길 19 | Lat/Lon: 34.96144871,127.7203625 | Cycle: 매일
1097: 옥곡5일시장 | Type: 4일장 | Addr: 전라남도 광양시 옥곡면 큰골1길 2-26 | Lat/Lon: 34.98850818,127.7002388 | Cycle: 4일+9일
1098: 중마시장 | Type: 상설장 | Addr: 전라남도 광양시 중마중앙로 88 | Lat/Lon: 34.93820196,127.6988477 | Cycle: 매일
1099: 구례5일시장 | Type: 3일장 | Addr: 전라남도 구례군 구례읍 5일시장작은길 20 | Lat/Lon: 35.21015279,127.4700811 | Cycle: 3일+8일
1100: 구례상설시장 | Type: 상설장 | Addr: 전라남도 구례군 구례읍 구례1길 45-6 | Lat/Lon: 35.20961971,127.465751 | Cycle: 매일
1101: 지리산나들이장터 | Type: 상설장 | Addr: 전라남도 구례군 산동면 지리산온천로 126 | Lat/Lon: 35.31147841,127.444496 | Cycle: 매일
1102: 공산5일시장 | Type: 상설장 | Addr: 전라남도 나주시 공산면 덕음로 3-1 | Lat/Lon: 34.94263855,126.6091667 | Cycle: 1일+6일
1103: 풍납시장 | Type: 상설장 | Addr: 서울특별시 송파구 바람드리길 15-1 | Lat/Lon: 37.53803468,127.1176729 | Cycle: 매일
1104: 다시5일시장 | Type: 3일장 | Addr: 전라남도 나주시 다시면 다시로 168-72 | Lat/Lon: 35.01574218,126.635656 | Cycle: 3일+8일
1105: 나주목사고을시장 | Type: 상설장+4일장 | Addr: 전라남도 나주시 청동길 14 | Lat/Lon: 35.03624663,126.7237639 | Cycle: 4일+9일
1106: 영산포풍물시장 | Type: 5일장 | Addr: 전라남도 나주시 풍물시장2길 12-14 | Lat/Lon: 34.99199963,126.7072636 | Cycle: 5일+10일
1107: 창평전통시장 | Type: 상설장+5일장 | Addr: 전라남도 담양군 창평면 사동길 14-25 | Lat/Lon: 35.23810491,127.0149083 | Cycle: 5일+10일
1108: 목포종합수산시장 | Type: 상설장 | Addr: 전라남도 목포시 해안로 265-4 | Lat/Lon: 34.7877699,126.3898749 | Cycle: 매일
1109: 중앙식료시장 | Type: 상설장 | Addr: 전라남도 목포시 삼일로13번길 18-2 | Lat/Lon: 34.79403892,126.3817975 | Cycle: 매일
1110: 송현자유시장 | Type: 상설장 | Addr: 인천광역시 동구 중앙로 82 | Lat/Lon: 37.4757769,126.6328155 | Cycle: 매일
1111: 중앙시장 | Type: 상설장 | Addr: 인천광역시 동구 중앙로 68 | Lat/Lon: 37.47535505,126.6333376 | Cycle: 매일
1112: 인천용남시장 | Type: 상설장 | Addr: 인천광역시 미추홀구 인주대로 266번길17-1 | Lat/Lon: 37.45189911,126.6658426 | Cycle: 매일
1113: 개금골목시장 | Type: 상설장 | Addr: 부산광역시 부산진구 가야공원로 14번길 85 | Lat/Lon: 35.15183238,129.0247972 | Cycle: 매일
1114: 토지금고시장 | Type: 상설장 | Addr: 인천광역시 미추홀구 낙섬중로38번길 5 | Lat/Lon: 37.45154621,126.6378049 | Cycle: 매일
1115: 신평골목시장 | Type: 상설장 | Addr: 부산광역시 사하구 다대로134번길 27 | Lat/Lon: 35.09107824,128.9771235 | Cycle: 매일
1116: 신기시장 | Type: 상설장 | Addr: 인천광역시 미추홀구 미추홀대로547 | Lat/Lon: 37.44621321,126.6786492 | Cycle: 매일
1117: 인천남부종합시장 | Type: 상설장 | Addr: 인천광역시 미추홀구 인하로 274-30 | Lat/Lon: 37.44737486,126.6783959 | Cycle: 매일
1118: 학익시장 | Type: 상설장 | Addr: 인천광역시 미추홀구 한나루로 400 | Lat/Lon: 37.44350822,126.6649646 | Cycle: 매일
1119: 우동종합상가시장 | Type: 상설장 | Addr: 부산광역시 해운대구 해운대로383번길 37-10 | Lat/Lon: 35.17067916,129.1388637 | Cycle: 매일
1120: 해운대시장 | Type: 상설장 | Addr: 부산광역시 해운대구 구남로41번길 22-1 | Lat/Lon: 35.16140447,129.1623121 | Cycle: 매일
1121: 부평깡시장 | Type: 상설장 | Addr: 인천광역시 부평구 주부토로32번길 25 | Lat/Lon: 37.49788036,126.7265347 | Cycle: 매일
1122: 둔촌역전통시장 | Type: 상설장 | Addr: 서울특별시 강동구 풍성로58길 34 | Lat/Lon: 37.52748326,127.1351577 | Cycle: 매일
1123: 봉천현대시장 | Type: 상설장 | Addr: 서울특별시 관악구 양녕로 49 | Lat/Lon: 37.48643059,126.946586 | Cycle: 매일
1124: 일신시장(부일종합시장) | Type: 상설장 | Addr: 인천광역시 부평구 경인로 1118번길 14-7 | Lat/Lon: 37.48471821,126.7432825 | Cycle: 매일
1125: 조원동펭귄시장 | Type: 상설장 | Addr: 서울특별시 관악구 조원로16길 27 | Lat/Lon: 37.48314387,126.9114142 | Cycle: 매일
1126: 은행나무시장 | Type: 상설장 | Addr: 서울특별시 금천구 금하로25길 9 | Lat/Lon: 37.4513186,126.9093496 | Cycle: 매일
1127: 답십리현대시장 | Type: 상설장 | Addr: 서울특별시 동대문구 전농로 4길 38 | Lat/Lon: 37.56677553,127.058644 | Cycle: 매일
1128: 인천강남시장 | Type: 상설장 | Addr: 인천광역시 서구 강남로 14 | Lat/Lon: 37.51122049,126.6719915 | Cycle: 매일
1129: 남성사계시장 | Type: 상설장 | Addr: 서울특별시 동작구 동작대로29길 8 | Lat/Lon: 37.48816723,126.9815693 | Cycle: 매일
1130: 망원시장 | Type: 상설장 | Addr: 서울특별시 마포구 망원로8길 7 | Lat/Lon: 37.55715742,126.9059507 | Cycle: 매일
1131: 연수구옥련시장 | Type: 상설장 | Addr: 인천광역시 연수구 독배로 40번길 35 | Lat/Lon: 37.42461526,126.6468259 | Cycle: 매일
1132: 백련시장 | Type: 상설장 | Addr: 서울특별시 서대문구 가재울로6길 53-87 | Lat/Lon: 37.57700937,126.9231105 | Cycle: 매일
1133: 신흥시장 | Type: 상설장 | Addr: 인천광역시 중구 도원로 15-1 | Lat/Lon: 37.46605786,126.6366385 | Cycle: 매일
1134: 신포시장 | Type: 상설장 | Addr: 인천광역시 중구 우현로49번길 11-5 | Lat/Lon: 37.47146344,126.627806 | Cycle: 매일
1135: 인천종합어시장 | Type: 상설장 | Addr: 인천광역시 중구 연안부두로 33번길 37 | Lat/Lon: 37.4541313,126.6071645 | Cycle: 매일
1136: 우정전통시장 | Type: 상설장+5일장 | Addr: 울산광역시 중구 당산4길 21 | Lat/Lon: 35.55396087,129.3107259 | Cycle: 5일+10일
1137: 태화종합시장 | Type: 상설장+5일장 | Addr: 울산광역시 중구 화진길 20-4 | Lat/Lon: 35.55419984,129.307414 | Cycle: 5일+10일
1138: 신중앙시장 | Type: 상설장 | Addr: 울산광역시 중구 구교로 35 | Lat/Lon: 35.55546763,129.3284115 | Cycle: 매일
1139: 구역전전통시장 | Type: 상설장 | Addr: 울산광역시 중구 구역전길 8 | Lat/Lon: 35.55590905,129.3279501 | Cycle: 매일
1140: 구역전시장 | Type: 상설장 | Addr: 울산광역시 중구 구역전길 24-2 | Lat/Lon: 35.55730561,129.3284205 | Cycle: 매일
1141: 역전시장 | Type: 상설장 | Addr: 울산광역시 중구 구역전길 14 | Lat/Lon: 35.55619602,129.3284877 | Cycle: 매일
1142: 학성새벽시장 | Type: 상설장 | Addr: 울산광역시 중구 새벽시장3길 23 | Lat/Lon: 35.55664635,129.3326908 | Cycle: 매일
1143: 학성종합시장 | Type: 상설장 | Addr: 울산광역시 중구 새치로 28 | Lat/Lon: 35.55441933,129.3320409 | Cycle: 매일
1144: 강화중앙시장(a동b동) | Type: 상설장 | Addr: 인천광역시 강화군 강화읍 강화대로 429 | Lat/Lon: 37.74685651,126.4838644 | Cycle: 매일
1145: 강화풍물시장 | Type: 상설장 | Addr: 인천광역시 강화군 강화읍 중앙로 17-9 | Lat/Lon: 37.74141775,126.4928651 | Cycle: 2일+7일
1146: 강화터미널상가 | Type: 상설장 | Addr: 인천광역시 강화군 강화읍 중앙로 43 | Lat/Lon: 37.73977639,126.4904031 | Cycle: 매일
1147: 달서시장 | Type: 상설장 | Addr: 대구광역시 달서구 당산로 27 35 | Lat/Lon: 35.83985102,128.5442655 | Cycle: 매일
1148: 칠곡시장 | Type: 상설장 | Addr: 대구광역시 북구 칠곡중앙대로 526 | Lat/Lon: 35.94250975,128.5512474 | Cycle: 1일+6일
1149: 용운시장 | Type: 상설장 | Addr: 대전광역시 동구 용운로 164 | Lat/Lon: 36.32781371,127.460578 | Cycle: 매일
1150: 자유도매시장 | Type: 상설장 | Addr: 대전광역시 동구 중앙로 200번길 40 | Lat/Lon: 36.32923615,127.4320061 | Cycle: 매일
1151: 남동산업용품상가 | Type: 상설장 | Addr: 인천광역시 남동구 은청로 4-7 | Lat/Lon: 37.40695016,126.693402 | Cycle: 매일
1152: 구월시장 | Type: 상설장 | Addr: 인천광역시 남동구 호구포로 790번길 21-13 | Lat/Lon: 37.45336497,126.7202774 | Cycle: 매일
1153: 중앙도매시장 | Type: 상설장 | Addr: 대전광역시 동구 대전로 783 | Lat/Lon: 36.32955629,127.4331792 | Cycle: 매일
1154: 구월도매전통시장 | Type: 상설장 | Addr: 인천광역시 남동구 인하로521번길 10-15 | Lat/Lon: 37.44366156,126.7056342 | Cycle: 매일
1155: 도마큰시장 | Type: 상설장 | Addr: 대전광역시 서구 도마4길 69 (도마큰시장 고객센터) | Lat/Lon: 36.31588924,127.3812125 | Cycle: 매일
1156: 만수시장 | Type: 상설장 | Addr: 인천광역시 남동구 만수로27번길 10-11 | Lat/Lon: 37.46005013,126.7317927 | Cycle: 매일
1157: 동래시장 | Type: 상설장 | Addr: 부산광역시 동래구 동래시장길 14 | Lat/Lon: 35.20380978,129.0859348 | Cycle: 매일
1158: 동부시장 | Type: 상설장 | Addr: 인천광역시 동구 샛골로 164-5 | Lat/Lon: 37.47699523,126.6452568 | Cycle: 매일
1159: 현대시장 | Type: 상설장 | Addr: 인천광역시 동구 송림로109번길 21 | Lat/Lon: 37.47748437,126.646125 | Cycle: 매일
1160: 인천산업용품유통센터 | Type: 상설장 | Addr: 인천광역시 동구 방축로 83번길 23 | Lat/Lon: 37.48482619,126.6547965 | Cycle: 매일
1161: 송림공구상가 | Type: 상설장 | Addr: 인천광역시 동구 봉수대로 98 | Lat/Lon: 37.48359521,126.6622078 | Cycle: 매일
1162: 송현시장 | Type: 상설장 | Addr: 인천광역시 동구 화도진로44번길 18 | Lat/Lon: 37.476161,126.634645 | Cycle: 매일
1163: 충주옹달샘시장 | Type: 상설장 | Addr: 충청북도 충주시 지곡10길 35 | Lat/Lon: 36.9646875,127.9325814 | Cycle: 매일
1164: 충주자유시장 | Type: 상설장+5일장 | Addr: 충청북도 충주시 충인6길 16 | Lat/Lon: 36.97393363,127.9306725 | Cycle: 5일+10일
1165: 제천중앙시장 | Type: 상설장 | Addr: 충청북도 제천시 풍양로 108 | Lat/Lon: 37.13662174,128.211302 | Cycle: 매일
1166: 증평장뜰시장 | Type: 상설장 | Addr: 충청북도 증평군 증평읍 장뜰로 58-1 | Lat/Lon: 36.78338958,127.5829564 | Cycle: 1일+6일
1167: 청주사창시장 | Type: 상설장 | Addr: 충청북도 청주시 서원구 사직대로164번길 36 | Lat/Lon: 36.63361051,127.4652985 | Cycle: 매일
1168: 중앙시장 | Type: 상설장 | Addr: 충청북도 청주시 상당구 중앙로 18 | Lat/Lon: 36.63883141,127.4889294 | Cycle: 매일
1169: 서문시장 | Type: 상설장 | Addr: 충청북도 청주시 상당구 남사로 89번길 61 | Lat/Lon: 36.63511643,127.4853665 | Cycle: 매일
1170: 육거리종합시장 | Type: 상설장 | Addr: 충청북도 청주시 상당구 청남로2197번길 42 | Lat/Lon: 36.62794095,127.4881836 | Cycle: 2일+7일
1171: 사직시장 | Type: 상설장 | Addr: 충청북도 청주시 서원구 사직대로 265번길 7 | Lat/Lon: 36.63614197,127.4768752 | Cycle: 매일
1172: 운수대통 생거진천전통시장 | Type: 상설장+5일장 | Addr: 충청북도 진천군 진천읍 원덕로390 | Lat/Lon: 36.85993722,127.4501613 | Cycle: 5일+10일
1173: 원마루시장 | Type: 상설장 | Addr: 충청북도 청주시 서원구 원마루로8번길 21 | Lat/Lon: 36.60903727,127.496414 | Cycle: 매일
1174: 진천중앙시장 | Type: 상설장+5일장 | Addr: 충청북도 진천군 진천읍 중앙동6길 23 | Lat/Lon: 36.85685858,127.4423712 | Cycle: 5일+10일
1175: 청주두꺼비시장(구수곡시장) | Type: 상설장 | Addr: 충청북도 청주시 서원구 수곡로 58번길 7-2 | Lat/Lon: 36.61744097,127.4729928 | Cycle: 매일
1176: 내수전통시장 | Type: 상설장+5일장 | Addr: 충청북도 청주시 청원구 내수읍 내수로 726 | Lat/Lon: 36.72629088,127.536012 | Cycle: 5일+10일
1177: 오창전통시장 | Type: 상설장+3일장 | Addr: 충청북도 청주시 청원구 오창읍 팔결로 715 | Lat/Lon: 36.74173743,127.455627 | Cycle: 3일+8일
1178: 가경터미널시장 | Type: 상설장 | Addr: 충청북도 청주시 흥덕구 풍년로160번길 41-4 | Lat/Lon: 36.62770577,127.434909 | Cycle: 매일
1179: 복대가경시장 | Type: 상설장 | Addr: 충청북도 청주시 흥덕구 복대로 146번길 42 | Lat/Lon: 36.6295133,127.4432597 | Cycle: 매일
1180: 직지시장 | Type: 상설장 | Addr: 충청북도 청주시 흥덕구 직지대로 639번길 88 | Lat/Lon: 36.64658274,127.466327 | Cycle: 매일
1181: 하복대시장 | Type: 상설장 | Addr: 충청북도 청주시 흥덕구 증안로34번길 20-1 | Lat/Lon: 36.63564465,127.4274621 | Cycle: 매일
1182: 충주농산물종합시장(중앙청과시장) | Type: 상설장 | Addr: 충청북도 충주시 목행산단7로 24 | Lat/Lon: 37.00399789,127.9230847 | Cycle: 매일
1183: 목행시장 | Type: 상설장+3일장 | Addr: 충청북도 충주시 행정9길 35 | Lat/Lon: 37.01395405,127.9173286 | Cycle: 3일+8일
1184: 무학시장 | Type: 상설장 | Addr: 충청북도 충주시 무학1길 19 | Lat/Lon: 36.97459102,127.9272665 | Cycle: 매일
1185: 관아골상가 | Type: 상설장 | Addr: 충청북도 충주시 관아4길 8 | Lat/Lon: 36.97012329,127.9351179 | Cycle: 매일
1186: 성서중심시장(성서시장,문화의거리 통합) | Type: 상설장 | Addr: 충청북도 충주시 성서8길 21 | Lat/Lon: 36.97133411,127.9323927 | Cycle: 매일
1187: 엄정내창시장 | Type: 상설장+3일장 | Addr: 충청북도 충주시 엄정면 미내장터길 15 | Lat/Lon: 37.08614422,127.9163422 | Cycle: 3일+8일
1188: 연수상가 | Type: 상설장 | Addr: 충청북도 충주시 번영대로 125 | Lat/Lon: 36.98746934,127.9315787 | Cycle: 매일
1189: 연원시장 | Type: 상설장+4일장 | Addr: 충청북도 충주시 금곡로 31 | Lat/Lon: 36.98929115,127.9348022 | Cycle: 4일+9일
1190: 춘천후평시장 | Type: 상설장 | Addr: 강원특별자치도 춘천시 효평길 104 | Lat/Lon: 37.88078864,127.7467911 | Cycle: 매일
1191: 장성중앙시장 | Type: 상설장 | Addr: 강원특별자치도 태백시 장성1길 190 (장성시장) | Lat/Lon: 37.10068146,129.0097148 | Cycle: 매일
1192: 황지자유시장 | Type: 상설장 | Addr: 강원특별자치도 태백시 시장안1길 18-1 | Lat/Lon: 37.17307273,128.9929989 | Cycle: 매일
1193: 평창대화시장 | Type: 상설장+4일장 | Addr: 강원특별자치도 평창군 대화면 대화4길 20 | Lat/Lon: 37.50118639,128.4546766 | Cycle: 4일+9일
1194: 양동건어물시장 | Type: 상설장 | Addr: 광주광역시 서구 천변좌로 254번길 6 | Lat/Lon: 35.15316871,126.9033339 | Cycle: 매일
1195: 진부전통시장 | Type: 상설장+3일장 | Addr: 강원특별자치도 평창군 진부면 진부새싹길 28-7 | Lat/Lon: 37.63821324,128.5579223 | Cycle: 3일+8일
1196: 평창올림픽시장(평창전통시장) | Type: 상설장+5일장 | Addr: 강원특별자치도 평창군 평창읍 평창중앙로 27-26 | Lat/Lon: 37.3672356,128.3947764 | Cycle: 5일+10일
1197: 홍천중앙시장 | Type: 상설장 | Addr: 강원특별자치도 홍천군 홍천읍 홍천로 8길 17 | Lat/Lon: 37.69108507,127.8861626 | Cycle: 매일
1198: 홍천시장 | Type: 상설장 | Addr: 강원특별자치도 홍천군 홍천읍 번영로 53 | Lat/Lon: 37.6905533,127.8862031 | Cycle: 매일
1199: 화천시장 | Type: 상설장+3일장 | Addr: 강원특별자치도 화천군 화천읍 중앙로 24 | Lat/Lon: 38.10390585,127.7064275 | Cycle: 3일+8일
1200: 횡성시장 | Type: 상설장 | Addr:  | Lat/Lon: 37.48980622,127.9868107 | Cycle: 1일+6일
1201: 설악눈메골시장 | Type: 상설장 | Addr: 경기도 가평군 설악면 신천중앙로 104-1 | Lat/Lon: 37.67738641,127.492189 | Cycle: 1일+6일
1202: 봉천제일종합시장 | Type: 상설장 | Addr: 서울특별시 관악구 청룡2길 29 | Lat/Lon: 37.48125387,126.944419 | Cycle: 매일
1203: 청평여울시장 | Type: 상설장 | Addr: 경기도 가평군 청평면 시장중앙로19 | Lat/Lon: 37.73472058,127.4158569 | Cycle: 2일+7일
1204: 원당시장 | Type: 상설장 | Addr: 경기도 고양시 덕양구 호국로 790번길 17 | Lat/Lon: 37.65628119,126.8372523 | Cycle: 매일
1205: 능곡시장 | Type: 상설장 | Addr: 경기도 고양시 덕양구 능곡로 12 | Lat/Lon: 37.62134419,126.8207793 | Cycle: 2일+7일
1206: 일산시장 | Type: 상설장 | Addr: 경기도 고양시 일산서구 일청로 12번길 9 | Lat/Lon: 37.68562383,126.7708323 | Cycle: 매일
1207: 덕이동패션1번지 | Type: 상설장 | Addr: 경기도 고양시 일산서구 탄중로101번길 13 | Lat/Lon: 37.69302668,126.7557864 | Cycle: 매일
1208: 과천새서울프라자시장 | Type: 상설장 | Addr: 경기도 과천시 별양상가 2로 20 | Lat/Lon: 37.42682749,126.9925547 | Cycle: 매일
1209: 제일쇼핑시장 | Type: 상설장 | Addr: 경기도 과천시 별양상가 2로 14 | Lat/Lon: 37.42733209,126.9929952 | Cycle: 매일
1210: 광명새마을시장 | Type: 상설장 | Addr: 경기도 광명시 광명로 831 | Lat/Lon: 37.47365007,126.8513959 | Cycle: 매일
1211: 광명전통시장 | Type: 상설장 | Addr: 경기도 광명시 광이로13번길 17-5 | Lat/Lon: 37.47994501,126.8561659 | Cycle: 매일
1212: 신장전통시장 | Type: 상설장 | Addr: 경기도 하남시 신장1로9번길 57-7 | Lat/Lon: 37.53844526,127.2059739 | Cycle: 매일
1213: 구리전통시장 | Type: 상설장 | Addr: 경기도 구리시 검배로 6번길 31 | Lat/Lon: 37.59953937,127.1399081 | Cycle: 매일
1214: 하남수산물전통시장 | Type: 상설장 | Addr: 경기도 하남시 하남대로 1043-17 | Lat/Lon: 37.54878774,127.1847843 | Cycle: 매일
1215: 단촌정기시장 | Type: 5일장 | Addr: 경상북도 의성군 단촌면 장터길15 | Lat/Lon: 36.42254768,128.6739013 | Cycle: 5일+10일
1216: 통진시장 | Type: 상설장 | Addr: 경기도 김포시 통진읍 서암로84번길 29 | Lat/Lon: 37.69129373,126.5997032 | Cycle: 매일
1217: 양곡시장 | Type: 상설장 | Addr: 경기도 김포시 양촌읍 양곡1로 42-2 | Lat/Lon: 37.65446014,126.6238008 | Cycle: 매일
1218: 양곡오라니장터시장 | Type: 상설장 | Addr: 경기도 김포시 양촌읍 양곡1로56번길 13 | Lat/Lon: 37.65616267,126.6237015 | Cycle: 매일
1219: 남양주장현 전통시장 | Type: 상설장 | Addr: 경기도 남양주시 진접읍 장현로 77 | Lat/Lon: 37.71761125,127.1808928 | Cycle: 2일+7일
1220: 동두천제일시장 | Type: 상설장 | Addr: 경기도 동두천시 정장로 11-12 | Lat/Lon: 37.90517383,127.0522256 | Cycle: 매일
1221: 중앙시장 | Type: 상설장 | Addr: 경기도 동두천시 중앙로285번길 9 | Lat/Lon: 37.90690295,127.0537505 | Cycle: 매일
1222: 동두천큰시장 | Type: 상설장+5일장 | Addr: 경기도 동두천시 큰시장로 52 | Lat/Lon: 37.90048898,127.0520744 | Cycle: 5일+10일
1223: 세아프라자상가 | Type: 상설장 | Addr: 경기도 동두천시 큰시장로 64 | Lat/Lon: 37.90072388,127.0505851 | Cycle: 매일
1224: 문창전통시장 | Type: 상설장 | Addr: 대전광역시 중구 보문로 20번길 22 | Lat/Lon: 36.31551575,127.4381793 | Cycle: 매일
1225: 화곡본동시장 | Type: 상설장 | Addr: 서울특별시 강서구 까치산로 35 | Lat/Lon: 37.54286486,126.8441413 | Cycle: 매일
1226: 신흥시장 | Type: 상설장 | Addr: 경기도 부천시 오정구 평천로 719 | Lat/Lon: 37.51533645,126.7705849 | Cycle: 매일
1227: 부천상동시장 | Type: 상설장 | Addr: 경기도 부천시 원미구 석천로60번길 51 | Lat/Lon: 37.49235745,126.7642776 | Cycle: 매일
1228: 청량리수산시장 | Type: 상설장 | Addr: 서울특별시 동대문구 고산자로34길 48 | Lat/Lon: 37.57807246,127.0409472 | Cycle: 매일
1229: 부천자유시장 | Type: 상설장 | Addr: 경기도 부천시 소사구 자유로 33 | Lat/Lon: 37.48410744,126.7799517 | Cycle: 매일
1230: 부천한신시장 | Type: 상설장 | Addr: 경기도 부천시 소사구 은성로68번길 46 | Lat/Lon: 37.47312039,126.7980266 | Cycle: 매일
1231: 소사종합시장 | Type: 상설장 | Addr: 경기도 부천시 소사구 호현로474번길 13-2 | Lat/Lon: 37.4796637,126.7939615 | Cycle: 매일
1232: 청과물시장 | Type: 상설장 | Addr: 경기도 부천시 소사구 경인로206번길 43 | Lat/Lon: 37.48158095,126.7779919 | Cycle: 매일
1233: 고리울동굴시장 | Type: 상설장 | Addr: 경기도 부천시 오정구 고리울로64번길 36 | Lat/Lon: 37.52554379,126.8222757 | Cycle: 매일
1234: 오정시장 | Type: 상설장 | Addr: 경기도 부천시 오정구 부천로470번길 50 | Lat/Lon: 37.52597863,126.7857002 | Cycle: 매일
1235: 영천시장 | Type: 상설장 | Addr: 서울특별시 서대문구 통일로 189-1 | Lat/Lon: 37.57033385,126.961853 | Cycle: 매일
1236: 원미부흥시장 | Type: 상설장 | Addr: 경기도 부천시 원미구 부천로96번길 80 | Lat/Lon: 37.49203622,126.7898115 | Cycle: 매일
1237: 부평종합시장 | Type: 상설장 | Addr: 인천광역시 부평구 부흥로316번길 38-3 | Lat/Lon: 37.49649796,126.7266075 | Cycle: 매일
1238: 부천제일시장 | Type: 상설장 | Addr: 경기도 부천시 오정구 원종로85번길 84 | Lat/Lon: 37.52795693,126.8097237 | Cycle: 매일
1239: 여수서시장주변시장 | Type: 상설장+4일장 | Addr: 전라남도 여수시 중앙로 3-2 | Lat/Lon: 34.74075239,127.7283238 | Cycle: 4일+9일
1240: 무주시장(반딧불장터) | Type: 상설장 | Addr: 전북특별차치도 무주군 무주읍 장터로 2 | Lat/Lon: 36.00464857,127.6535343 | Cycle: 1일+6일
